f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,class
0.43841269949664524,-0.16195481694132746,-0.31986454700074496,0.29692653708695427,0.640384397608581,-0.8839988567464406,0.13249714349564554,-0.1539976651978317,1
1.5889403284440828,-0.4888861190436912,0.4781689139190073,0.01211396840006973,-1.1736682467533475,-1.2422465335492292,-1.125587114031969,-0.303626072898001,0
0.6445184916452914,-0.3732682459413141,0.47739100742256807,-0.9372542137471489,-0.721329856689106,0.9282456913443246,-0.49653173548196905,-1.027403551526011,0
-0.11510969392323915,1.7041020780591178,0.6242156487504065,-1.1871319279200092,-0.9613896346388332,-0.3459193290471707,0.8891538247878059,-1.3919583809517313,0
-0.39622967810175985,1.2395840064415615,0.29207617093191657,-3.351681324941178,0.8768509232253777,1.0683793336940164,0.604120889588518,-0.9181269834165748,1
0.19358991136754436,0.26256132900192497,-0.2845913789825159,-0.4042782724511623,0.8869246699267097,0.8508979621679722,-0.13737178839939665,0.8743891807127275,0
-0.30561911106831297,-0.3883469383011584,-0.8753929516146696,0.4209967428473269,1.9383879722964832,0.6336610247740587,-0.6981996746110497,-2.00745686074501,1
-0.035825578706462934,-1.1115802495135512,-1.4313066903923621,0.39720220897832514,3.307488801548976,-0.531454551359215,-1.5678594253654559,1.466540859278603,1
1.7481370691208353,-0.7281719009698155,0.22109562255158186,1.0576760656314912,-1.041849105036455,1.040061819902576,-0.7397711639729673,0.0828325705180999,0
0.6324542166423008,0.4753656106920102,0.3240745387586541,1.7887599384031228,-1.6402445445464917,-0.47417817510396487,-0.7717719573928751,-0.8523867660741036,0
-0.15171443357722914,1.2753907379990148,-0.3930100674636148,1.5416843475219357,0.22845198918759446,0.5333592447054494,0.8394685045184047,0.2647753109779796,1
-0.7267419048820193,0.5342078623746747,-1.749295303678675,3.1751883727085284,2.766124736326394,1.0409541737977894,-1.265258409085215,-0.8607568017018197,1
0.1454272174057594,-0.30601395435740886,-1.1754090634578866,2.1744277323450603,1.8392380079403248,-0.7037103993314333,1.6923465724632047,-0.7615878650362199,1
1.7586204841951334,0.2806364044901364,0.22224123616420638,-0.6860766332166293,-0.21730425574735168,0.3721054726068629,0.3891591956679287,0.996858773465808,0
0.23384802578959837,-1.0916251721591026,-0.1641876247561831,-1.2285174062490174,0.983909732667214,1.0354434164169448,-0.8360621521000247,0.20953423026279433,1
0.5987943895619102,-0.006521315229458062,0.25014842509405477,-0.8180683444220569,-0.2228422146739173,0.6683404887180808,-0.7341737987784958,-0.20149153394751798,0
